,0
0,0
1,1
2,1
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,1
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,1
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,1
28,1
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,1
37,1
38,1
39,0
40,1
41,0
42,0
43,1
44,0
45,1
46,0
47,1
48,0
49,1
50,0
51,1
52,1
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,1
63,0
64,0
65,0
66,1
67,1
68,0
69,1
70,0
71,1
72,1
73,1
74,0
75,0
76,0
77,0
78,1
79,0
80,0
81,1
82,0
83,0
84,0
85,1
86,0
87,1
88,0
89,1
90,1
91,0
92,1
93,0
94,1
95,1
96,1
97,1
98,1
99,1
100,0
101,1
102,1
103,1
104,0
105,1
106,0
107,1
108,0
109,1
110,0
111,1
112,1
113,1
114,1
115,0
116,1
117,1
118,0
119,0
120,0
121,1
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,1
132,0
133,1
134,0
135,0
136,0
137,0
138,1
139,1
140,0
141,1
142,0
143,1
144,1
145,1
146,0
147,0
148,1
149,0
150,1
151,0
152,0
153,0
154,1
155,1
156,1
157,0
158,0
159,0
160,0
161,0
162,1
163,1
164,1
165,0
166,0
167,1
168,0
169,1
170,1
171,0
172,1
173,0
174,0
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,0
183,1
184,1
185,1
186,0
187,1
188,0
189,0
190,1
191,1
192,0
193,1
194,1
195,0
196,0
197,0
198,1
199,1
200,0
201,0
202,1
203,1
204,0
205,1
206,1
207,1
208,0
209,1
210,1
211,0
212,1
213,1
214,0
215,1
216,1
217,0
218,0
219,1
220,0
221,1
222,1
223,0
224,0
225,0
226,1
227,1
228,1
229,1
230,1
231,0
232,1
233,1
234,1
235,1
236,0
237,1
238,1
239,0
240,0
241,1
242,1
243,1
244,1
245,0
246,1
247,1
248,0
249,1
250,1
251,0
252,1
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,1
261,1
262,1
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,0
271,1
272,1
273,0
274,1
275,0
276,1
277,1
278,1
279,1
280,1
281,0
282,1
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,1
291,1
292,1
293,0
294,0
295,1
296,1
297,1
298,1
299,0
300,0
301,0
302,0
303,1
304,0
305,1
306,0
307,1
308,0
309,1
310,0
311,1
312,0
313,0
314,1
315,0
316,1
317,0
318,0
319,1
320,1
321,0
322,1
323,0
324,0
325,1
326,1
327,0
328,1
329,1
330,1
331,1
332,0
333,1
334,1
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,0
349,1
350,1
351,0
352,1
353,1
354,0
355,1
356,1
357,1
358,1
359,1
360,1
361,0
362,1
363,1
364,1
365,1
366,0
367,0
368,0
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,1
377,0
378,1
379,1
380,0
381,0
382,1
383,0
384,0
385,1
386,0
387,1
388,1
389,0
390,1
391,0
392,0
393,0
394,1
395,0
396,1
397,0
398,1
399,1
400,1
401,1
402,0
403,0
404,1
405,0
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,0
415,0
416,1
417,1
418,0
419,1
420,0
421,1
422,0
423,0
424,1
425,1
426,0
427,1
428,1
429,1
430,1
431,1
432,0
433,0
434,1
435,0
436,0
437,1
438,0
439,0
440,1
441,0
442,0
443,0
444,1
445,1
446,1
447,0
448,0
449,1
450,0
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,0
459,0
460,0
461,1
462,0
463,1
464,1
465,1
466,1
467,0
468,0
469,1
470,0
471,0
472,0
473,0
474,1
475,0
476,0
477,1
478,1
479,0
480,0
481,0
482,1
483,0
484,0
485,1
486,1
487,0
488,0
489,0
490,0
491,0
492,0
493,1
494,1
495,0
496,1
497,1
498,0
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,0
507,0
508,1
509,1
510,0
511,0
512,0
513,0
514,1
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,1
523,1
524,0
525,1
526,1
527,0
528,0
529,0
530,1
531,0
532,0
533,0
534,1
535,1
536,1
537,0
538,0
539,1
540,1
541,1
542,0
543,0
544,0
545,1
546,0
547,1
548,0
549,1
550,1
551,1
552,1
553,1
554,0
555,1
556,1
557,1
558,0
559,1
560,0
561,1
562,1
563,0
564,0
565,1
566,1
567,0
568,0
569,1
570,0
571,0
572,0
573,1
574,1
575,1
576,1
577,0
578,1
579,0
580,0
581,1
582,0
583,0
584,0
585,0
586,0
587,1
588,1
589,1
590,0
591,1
592,1
593,1
594,0
595,1
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,0
604,1
605,1
606,1
607,1
608,0
609,1
610,1
611,0
612,1
613,0
614,1
615,0
616,0
617,0
618,1
619,1
620,0
621,1
622,1
623,1
624,0
625,1
626,0
627,1
628,1
629,1
630,0
631,1
632,1
633,1
634,0
635,0
636,0
637,0
638,1
639,1
640,1
641,0
642,0
643,1
644,1
645,0
646,1
647,0
648,1
649,0
650,0
651,1
652,1
653,1
654,0
655,0
656,1
657,0
658,0
659,0
660,0
661,0
662,0
663,1
664,0
665,0
666,0
667,1
668,1
669,1
670,0
671,1
672,1
673,1
674,1
675,0
676,1
677,0
678,1
679,1
680,1
681,0
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,0
691,0
692,1
693,0
694,1
695,0
696,0
697,0
698,1
699,1
700,0
701,1
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,1
710,1
711,1
712,1
713,0
714,0
715,0
716,0
717,0
718,1
719,0
720,0
721,0
722,1
723,1
724,0
725,0
726,0
727,0
728,1
729,1
730,1
731,1
732,0
733,0
734,1
735,1
736,1
737,0
738,0
739,0
740,0
741,0
742,1
743,0
744,1
745,1
746,1
747,1
748,1
749,1
750,0
751,0
752,1
753,0
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,0
762,1
763,0
764,1
765,0
766,1
767,0
768,1
769,1
770,1
771,1
772,1
773,0
774,0
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,0
783,0
784,1
785,1
786,1
787,0
788,0
789,1
790,0
791,0
792,1
793,1
794,1
795,0
796,1
797,0
798,1
799,1
800,1
801,1
802,1
803,0
804,0
805,0
806,1
807,1
808,0
809,0
810,1
811,0
812,0
813,0
814,0
815,1
816,0
817,0
818,0
819,0
820,1
821,1
822,1
823,1
824,0
825,0
826,1
827,1
828,1
829,0
830,0
831,0
832,0
833,1
834,0
835,1
836,0
837,0
838,1
839,0
840,1
841,1
842,1
843,1
844,0
845,1
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,1
855,0
856,0
857,0
858,1
859,1
860,0
861,1
862,0
863,0
864,1
865,1
866,0
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,0
877,0
878,0
879,0
880,0
881,1
882,0
883,1
884,0
885,0
886,0
887,1
888,0
889,0
890,1
891,1
892,0
893,1
894,0
895,0
896,0
897,1
898,1
899,1
900,1
901,1
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,1
915,1
916,1
917,0
918,0
919,1
920,1
921,1
922,0
923,0
924,0
925,0
926,0
927,1
928,1
929,0
930,1
931,1
932,0
933,1
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,1
942,0
943,0
944,0
945,0
946,1
947,1
948,1
949,0
950,1
951,0
952,1
953,1
954,0
955,0
956,0
957,0
958,1
959,1
960,1
961,0
962,1
963,1
964,0
965,0
966,1
967,0
968,0
969,1
970,0
971,1
972,1
973,1
974,0
975,1
976,1
977,0
978,1
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,0
987,0
988,1
989,1
990,0
991,0
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,0
1007,1
1008,0
1009,1
1010,1
1011,0
1012,0
1013,0
1014,1
1015,0
1016,1
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,0
1031,1
1032,1
1033,1
1034,0
1035,0
1036,1
1037,0
1038,1
1039,1
1040,1
1041,0
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,0
1057,1
1058,0
1059,1
1060,0
