,0
0,0
1,0
2,1
3,1
4,0
5,0
6,1
7,0
8,1
9,0
10,0
11,1
12,0
13,1
14,1
15,0
16,1
17,1
18,1
19,0
20,1
21,1
22,0
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,0
43,1
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0
57,1
58,1
59,0
60,1
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,1
69,1
70,0
71,1
72,1
73,0
74,0
75,1
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,0
84,0
85,0
86,0
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,1
95,0
96,1
97,0
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,0
123,0
124,0
125,1
126,1
127,1
128,1
129,0
130,1
131,0
132,1
133,1
134,1
135,1
136,1
137,0
138,1
139,1
140,1
141,0
142,1
143,1
144,0
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,0
156,1
157,0
158,0
159,1
160,0
161,1
162,1
163,0
164,1
165,1
166,0
167,0
168,1
169,1
170,1
171,1
172,0
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,0
183,1
184,1
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,1
196,0
197,1
198,0
199,1
200,1
201,1
202,1
203,1
204,0
205,0
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,0
216,1
217,0
218,0
219,1
220,0
221,1
222,1
223,0
224,1
225,1
