,0,1,2,3
0,0.0,24.847753524780273,0.0,52.84245300292969
1,0.0,23.08289337158203,0.0,41.976478576660156
2,0.0,22.079710006713867,0.0,21.035844802856445
3,0.0,37.013267517089844,0.0,71.39553833007812
4,0.0,21.797204971313477,0.0,33.97258377075195
5,0.0,10.694396018981934,0.0,13.951964378356934
6,0.0,8.13464641571045,0.0,10.00898265838623
7,0.0,2.1263153553009033,0.0,69.88479614257812
8,0.0,10.331809043884277,0.0,17.574684143066406
9,0.0,24.364870071411133,0.0,73.49046325683594
10,0.0,20.115196228027344,0.0,16.513778686523438
11,0.0,43.6330451965332,0.0,93.50310516357422
12,0.0,10.414772033691406,0.0,17.034378051757812
13,0.0,17.167627334594727,0.0,12.92607307434082
14,0.0,19.10785484313965,0.0,92.46045684814453
15,0.0,16.392641067504883,0.0,12.249741554260254
16,0.0,24.093671798706055,0.0,152.60504150390625
17,0.0,10.398919105529785,0.0,6.276045322418213
18,0.0,10.880385398864746,0.0,39.64802932739258
19,0.0,4.1007585525512695,0.0,116.68138885498047
20,0.0,20.085542678833008,0.0,33.60719299316406
21,0.0,51.78935623168945,0.0,57.993038177490234
22,0.0,15.479768753051758,0.0,34.534446716308594
23,0.0,44.713130950927734,0.0,44.55630874633789
24,0.0,56.68256759643555,0.0,95.61490631103516
25,0.0,26.768770217895508,0.0,61.924049377441406
26,0.0,12.249451637268066,0.0,21.910917282104492
27,0.0,23.452747344970703,0.0,150.86270141601562
28,0.0,19.550941467285156,0.0,27.791690826416016
29,0.0,13.352293968200684,0.0,13.342883110046387
30,0.0,3.1835010051727295,0.0,12.487839698791504
31,0.0,11.491724014282227,0.0,79.15363311767578
32,0.0,8.687230110168457,0.0,12.361003875732422
33,0.0,8.674725532531738,0.0,13.006057739257812
34,0.0,28.29445457458496,0.0,57.4677734375
35,0.0,31.930599212646484,0.0,119.67290496826172
36,0.0,27.568782806396484,0.0,35.733970642089844
37,0.0,36.085880279541016,0.0,62.825077056884766
38,0.0,37.06110763549805,0.0,28.853290557861328
39,0.0,9.899713516235352,0.0,120.61810302734375
40,0.0,44.41073226928711,0.0,52.23173141479492
41,0.0,52.22421646118164,0.0,190.6269073486328
42,0.0,48.76902389526367,0.0,120.52330780029297
43,0.0,30.845216751098633,0.0,42.67119216918945
44,0.0,37.22854995727539,0.0,70.42446899414062
45,0.0,51.080413818359375,0.0,56.54697799682617
46,0.0,18.142414093017578,0.0,40.21943283081055
47,0.0,30.693756103515625,0.0,113.47399139404297
48,0.0,15.130852699279785,0.0,56.49855041503906
49,0.0,16.526662826538086,0.0,40.215415954589844
50,0.0,14.756104469299316,0.0,26.796995162963867
