,0
0,0
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,1
11,1
12,1
13,0
14,1
15,1
16,0
17,0
18,1
19,1
20,1
21,1
22,0
23,1
24,1
25,0
26,1
27,0
28,0
29,1
30,0
31,1
32,1
33,1
34,0
35,1
36,0
37,0
38,0
39,1
40,1
41,1
42,1
43,0
44,0
45,1
46,1
47,0
48,0
49,0
50,0
51,0
52,1
53,1
54,1
55,1
56,1
57,1
58,0
59,1
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,1
68,1
69,0
70,0
71,1
72,1
73,1
74,1
75,0
76,0
77,1
78,1
79,0
80,0
81,1
82,0
83,1
84,1
85,0
86,1
87,0
88,1
89,0
90,1
91,1
92,0
93,0
94,0
95,0
96,0
97,1
98,0
99,1
100,0
101,1
102,0
103,0
104,0
105,0
106,0
107,1
108,1
109,1
110,0
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,1
120,1
121,1
122,0
123,0
124,0
125,1
126,1
127,0
128,0
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,1
143,0
144,0
145,0
146,1
147,1
148,1
149,0
150,0
151,0
152,0
153,0
154,0
155,1
156,1
157,1
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,1
168,0
169,0
170,0
171,0
172,0
173,1
174,1
175,1
176,1
177,1
178,0
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,0
187,1
188,0
189,1
190,1
191,0
192,1
193,0
194,0
195,0
196,0
197,1
198,1
199,0
200,1
201,0
202,1
203,1
204,0
205,0
206,0
207,1
208,0
209,0
210,0
211,0
212,1
213,0
214,0
215,0
216,1
217,1
218,0
219,1
220,1
221,0
222,1
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,1
231,0
232,0
233,1
234,1
235,1
236,1
237,0
238,1
239,1
240,1
241,0
242,0
243,0
244,0
245,0
246,1
247,0
248,1
249,0
250,0
251,0
252,0
253,0
254,1
255,0
256,1
257,0
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,0
272,1
273,1
274,1
275,0
276,0
277,1
278,1
279,1
280,1
281,0
282,1
283,0
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,0
293,0
294,0
295,1
296,1
297,0
298,1
299,0
300,0
301,0
302,1
303,1
304,0
305,0
306,0
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,1
315,0
316,0
317,0
318,0
319,1
320,0
321,1
322,1
323,1
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,1
332,0
333,1
334,0
335,1
336,1
337,0
338,0
339,1
340,0
341,1
342,0
343,0
344,1
345,1
346,1
347,0
348,0
349,1
350,1
351,1
352,0
353,1
354,0
355,1
356,1
357,0
358,0
359,0
360,1
361,1
362,0
363,1
364,0
365,1
366,1
367,1
368,1
369,1
370,0
371,0
372,0
373,1
374,0
375,0
376,0
377,1
378,0
379,1
380,0
381,0
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,0
391,0
392,0
393,0
394,1
395,1
396,0
397,1
398,1
399,0
400,0
401,0
402,0
403,1
404,0
405,0
406,0
407,1
408,0
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,1
417,1
418,1
419,1
420,0
421,0
422,1
423,1
424,0
425,0
426,0
427,1
428,1
429,0
430,0
431,0
432,1
433,0
434,1
435,1
436,0
437,0
438,1
439,1
440,0
441,0
442,1
443,0
444,0
445,1
446,0
447,0
448,0
449,0
450,1
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,0
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,1
467,0
468,1
469,1
470,1
471,1
472,1
473,1
474,0
475,0
476,1
477,0
478,1
479,1
480,1
481,0
482,0
483,0
484,0
485,0
486,1
487,0
488,1
489,1
490,1
491,1
492,0
493,0
494,0
495,0
496,1
497,0
498,0
499,1
500,0
501,0
502,1
503,1
504,1
505,1
506,0
507,0
508,0
509,0
510,1
511,0
512,1
513,1
514,1
515,0
516,0
517,0
518,1
519,1
520,1
521,1
522,1
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,1
531,0
532,1
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,0
542,1
543,0
544,1
545,1
546,1
547,0
548,1
549,0
550,1
551,0
552,1
553,0
554,0
555,1
556,0
557,1
558,0
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,1
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,1
584,0
585,1
586,1
587,0
588,0
589,1
590,0
591,1
592,0
593,1
594,0
595,0
596,1
597,1
598,0
599,0
600,0
601,0
602,0
603,0
604,1
605,1
606,0
607,0
608,1
609,1
610,0
611,1
612,0
613,0
614,1
615,0
616,0
617,0
618,1
619,1
620,1
621,1
622,0
623,0
624,0
625,1
626,1
627,0
628,0
629,1
630,0
631,0
632,0
633,0
634,1
635,1
636,1
637,0
638,0
639,0
640,1
641,1
642,1
643,1
644,0
645,1
646,0
647,1
648,1
649,0
650,1
651,0
652,1
653,0
654,1
655,1
656,1
657,0
658,0
659,1
660,0
661,0
662,0
663,1
664,1
665,0
666,0
667,0
668,1
669,0
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,0
678,0
679,1
680,0
681,0
682,1
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,0
691,0
692,1
693,1
694,1
695,0
696,1
697,1
698,1
699,0
700,0
701,1
702,0
703,0
704,0
705,0
706,1
707,1
708,1
709,0
710,0
711,0
712,1
713,0
714,1
715,0
716,0
717,1
718,1
719,0
720,1
721,0
722,0
723,0
724,0
725,1
726,0
727,1
728,1
729,0
730,0
731,1
732,0
733,1
734,0
735,0
736,1
737,1
738,1
739,1
740,0
741,1
742,1
743,1
744,0
745,0
746,0
747,0
748,1
749,0
750,0
751,1
752,1
753,1
754,0
755,0
756,0
757,0
758,1
759,0
760,1
761,1
762,0
763,1
764,1
765,1
766,1
767,1
768,1
769,0
770,1
771,0
772,0
773,1
774,1
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,1
783,1
784,0
785,0
786,1
787,1
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,0
796,0
797,0
798,1
799,1
800,1
801,1
802,0
803,0
804,1
805,0
806,1
807,0
808,1
809,1
810,0
811,1
812,1
813,0
814,1
815,0
816,1
817,0
818,1
819,0
820,0
821,0
822,0
823,0
824,1
825,0
826,1
827,0
828,1
829,1
830,0
831,0
832,0
833,1
834,1
835,0
836,1
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,1
847,1
848,0
849,1
850,1
851,1
852,1
853,0
854,1
855,0
856,1
857,1
858,1
859,0
860,1
861,1
862,0
863,1
864,1
865,0
866,1
867,0
868,1
869,0
870,1
871,0
872,1
873,1
874,1
875,1
876,0
877,0
878,1
879,1
880,1
881,1
882,0
883,1
884,0
885,0
886,0
887,0
888,1
889,0
890,1
891,1
892,1
893,1
894,0
895,0
896,0
897,1
898,0
899,1
900,0
901,0
902,1
903,1
904,0
905,0
906,1
907,0
908,1
909,1
910,0
911,1
912,0
913,1
914,1
915,0
916,1
917,0
918,0
919,1
920,1
921,1
922,1
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,1
931,0
932,1
933,0
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,1
942,1
943,0
944,1
945,0
946,0
947,1
948,1
949,1
950,1
951,0
952,0
953,1
954,1
955,0
956,1
957,0
958,0
959,0
960,1
961,0
962,1
963,0
964,0
965,0
966,1
967,0
968,1
969,1
970,1
971,0
972,1
973,1
974,0
975,1
976,1
977,1
978,0
979,1
980,1
981,0
982,1
983,1
984,1
985,0
986,1
987,0
988,1
989,1
990,0
991,0
992,1
993,1
994,0
995,1
996,1
997,1
998,0
999,0
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,0
1012,0
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,0
1022,0
1023,0
1024,0
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,0
1033,0
1034,0
1035,1
1036,1
1037,0
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,0
1045,0
1046,1
1047,1
1048,1
1049,1
1050,1
1051,0
1052,0
1053,1
1054,1
1055,0
1056,0
1057,0
1058,1
1059,0
1060,1
