,0,1,2
0,5.288776874542236,2.2456634044647217,10.509032249450684
1,19.386638641357422,5.157896995544434,45.64364242553711
2,43.26517105102539,0.6562964916229248,119.3801498413086
3,5.346160888671875,2.379676103591919,10.470131874084473
4,19.372282028198242,3.322072744369507,48.373329162597656
5,32.678077697753906,2.8233511447906494,86.43321228027344
6,3.6191577911376953,0.8510387539863586,7.92840051651001
7,17.39143943786621,3.905322551727295,41.935848236083984
8,32.23001480102539,4.324474811553955,82.91893768310547
9,32.10020446777344,4.23817777633667,82.68370819091797
10,5.500533103942871,2.3872032165527344,10.89120864868164
11,32.430843353271484,4.37394905090332,83.40385437011719
12,7.6757073402404785,2.9736127853393555,16.104846954345703
13,26.65653419494629,4.140468120574951,67.5777587890625
14,3.5618069171905518,1.6288421154022217,6.583686351776123
15,34.1915283203125,1.3460423946380615,92.90071105957031
16,27.982532501220703,4.554711818695068,70.6620101928711
17,3.6498963832855225,1.3087700605392456,7.325931072235107
18,39.07571029663086,0.23873522877693176,108.25729370117188
19,14.933415412902832,4.683407783508301,33.876956939697266
20,38.0202522277832,1.9024320840835571,102.79237365722656
21,14.597245216369629,4.50190544128418,33.20650100708008
22,22.966629028320312,4.300220012664795,56.98685836791992
23,31.9278621673584,1.2195353507995605,86.7552261352539
24,5.626176834106445,2.3468496799468994,11.304036140441895
25,6.500741481781006,2.191870927810669,13.98764705657959
26,4.096055507659912,1.6410495042800903,8.0674409866333
27,22.33612632751465,4.302378177642822,55.208229064941406
28,42.20466232299805,0.6343497633934021,116.44024658203125
29,31.841787338256836,3.0832138061523438,83.69719696044922
30,45.29819869995117,1.0415904521942139,124.49553680419922
31,27.986724853515625,3.536576271057129,72.2044906616211
32,32.5417594909668,4.308449745178223,83.81521606445312
33,23.8294620513916,5.553183078765869,57.507896423339844
34,23.742483139038086,5.63102388381958,57.141387939453125
35,5.497401237487793,1.779390811920166,11.79461669921875
36,27.260055541992188,4.333518981933594,68.97291564941406
37,17.064464569091797,5.2831830978393555,38.94361114501953
38,22.35041046142578,5.33454704284668,53.691368103027344
39,5.650683403015137,2.534184455871582,11.097695350646973
40,27.508081436157227,2.2505385875701904,72.80560302734375
41,32.7745246887207,3.0368380546569824,86.3810806274414
42,20.3054141998291,5.279430389404297,48.03897476196289
43,15.293413162231445,3.723689556121826,36.33435821533203
44,5.759300708770752,2.4687461853027344,11.492920875549316
45,16.823787689208984,5.288633823394775,38.257102966308594
46,18.479501724243164,4.821857452392578,43.60401916503906
47,39.70186233520508,0.6971670985221863,109.32192993164062
48,2.8882689476013184,1.2611485719680786,5.253114700317383
49,6.900545597076416,2.360517740249634,14.856646537780762
50,5.983077526092529,2.1102468967437744,12.66864013671875
51,11.527889251708984,3.881244421005249,25.530607223510742
52,20.3763427734375,4.435186386108398,49.49761199951172
53,4.071534156799316,1.6548240184783936,7.984362602233887
54,28.952054977416992,4.763601303100586,73.06591033935547
55,17.140607833862305,4.568882942199707,40.23914337158203
56,16.618432998657227,5.338635444641113,37.607994079589844
57,5.475053787231445,2.379859209060669,10.83088493347168
58,36.63179016113281,2.166670322418213,98.5084228515625
59,34.759056091308594,2.6832711696624756,92.47505950927734
60,39.475711822509766,2.451223611831665,106.0522689819336
61,45.46678161621094,1.132253885269165,124.83147430419922
62,37.53910827636719,2.0041298866271973,101.2903823852539
63,14.964799880981445,4.537251949310303,34.18762969970703
64,24.372621536254883,5.572944641113281,58.99308776855469
65,18.560144424438477,3.211113929748535,46.264347076416016
66,5.519070625305176,2.408768892288208,10.909040451049805
67,15.940800666809082,4.7966694831848145,36.53163528442383
68,10.047819137573242,3.228187322616577,22.370182037353516
69,5.608752727508545,2.4702227115631104,11.071372032165527
70,31.443405151367188,4.146308422088623,80.9854507446289
71,31.10308265686035,3.9946670532226562,80.25862121582031
72,33.99872970581055,1.8175039291381836,91.64820098876953
73,6.723904132843018,2.3526742458343506,14.377724647521973
74,26.79118537902832,4.367056846618652,67.60309600830078
75,44.568565368652344,0.9679445624351501,122.56269836425781
76,18.403209686279297,4.939860820770264,43.21431350708008
77,22.486833572387695,4.2767438888549805,55.671722412109375
78,5.364828109741211,2.3370361328125,10.59066104888916
79,21.62100601196289,4.092683792114258,53.52421569824219
80,37.014339447021484,0.0,103.03279113769531
81,5.679450511932373,2.069239616394043,11.867615699768066
82,44.534767150878906,1.1505287885665894,122.19039154052734
