,0
0,1
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,1
9,1
10,0
11,1
12,1
13,0
14,1
15,0
16,1
17,0
18,0
19,0
20,1
21,1
22,0
23,0
24,1
25,0
26,0
27,1
28,0
29,0
30,1
31,1
32,1
33,0
34,1
35,0
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,0
45,1
46,0
47,1
48,0
49,1
50,0
51,0
52,0
53,1
54,0
55,0
56,0
57,1
58,0
59,0
60,0
61,1
62,1
63,1
64,0
65,1
66,1
67,0
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,0
76,1
77,0
78,1
79,0
80,1
81,1
82,0
83,0
84,0
85,0
86,1
87,0
88,0
89,1
90,1
91,1
92,0
93,1
94,0
95,0
96,1
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,1
107,0
108,1
109,0
110,1
111,1
112,0
113,0
114,0
115,1
116,1
117,1
118,1
119,1
120,0
121,0
122,0
123,0
124,0
125,1
126,1
127,1
128,0
129,0
130,0
131,1
132,0
133,1
134,0
135,1
136,1
137,0
138,1
139,0
140,0
141,1
142,0
143,1
144,1
145,0
146,1
147,0
148,0
149,1
150,0
151,1
152,1
153,0
154,1
155,0
156,1
157,0
158,1
159,0
160,0
161,1
162,1
163,1
164,1
165,1
166,0
167,0
168,1
169,1
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,1
178,0
179,1
180,0
181,1
182,0
183,0
184,1
185,0
186,1
187,1
188,0
189,0
190,0
191,0
192,0
193,1
194,1
195,1
196,0
197,0
198,1
199,0
200,0
201,0
202,0
203,1
204,1
205,0
206,1
207,1
208,0
209,0
210,0
211,0
212,1
213,0
214,0
215,0
216,1
217,0
218,1
219,0
220,1
221,0
222,1
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,0
231,1
232,0
233,0
234,1
235,0
236,0
237,1
238,1
239,1
240,0
241,1
242,1
243,0
244,1
245,1
246,0
247,1
248,1
249,0
250,1
251,1
252,1
253,0
254,0
255,0
256,1
257,1
258,1
259,0
260,0
261,1
262,0
263,1
264,0
265,0
266,1
267,1
268,1
269,0
270,1
271,1
272,1
273,1
274,0
275,0
276,0
277,1
278,1
279,1
280,0
281,1
282,0
283,1
284,0
285,0
286,1
287,1
288,1
289,1
290,1
291,1
292,0
293,0
294,0
295,0
296,1
297,1
298,1
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,1
307,1
308,1
309,0
310,0
311,0
312,1
313,0
314,1
315,0
316,0
317,0
318,1
319,0
320,0
321,0
322,1
323,0
324,1
325,0
326,0
327,1
328,1
329,1
330,0
331,1
332,1
333,1
334,1
335,0
336,0
337,1
338,0
339,0
340,0
341,0
342,1
343,0
344,1
345,0
346,0
347,0
348,1
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,1
358,1
359,0
360,0
361,1
362,0
363,0
364,1
365,0
366,1
367,0
368,1
369,0
370,1
371,1
372,0
373,0
374,0
375,1
376,1
377,0
378,1
379,0
380,0
381,0
382,0
383,0
384,0
385,1
386,0
387,1
388,0
389,0
390,0
391,1
392,0
393,0
394,1
395,0
396,1
397,0
398,0
399,0
400,1
401,0
402,1
403,0
404,0
405,0
406,0
407,1
408,1
409,1
410,1
411,0
412,1
413,0
414,0
415,1
416,0
417,0
418,1
419,0
420,0
421,1
422,1
423,0
424,1
425,0
426,0
427,1
428,0
429,0
430,1
431,0
432,1
433,1
434,0
435,1
436,0
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,1
446,0
447,1
448,0
449,1
450,0
451,1
452,0
453,0
454,0
455,0
456,0
457,1
458,1
459,0
460,0
461,0
462,0
463,0
464,1
465,1
466,0
467,0
468,1
469,0
470,0
471,1
472,0
473,0
474,0
475,1
476,1
477,0
478,1
479,1
480,1
481,0
482,1
483,1
484,0
485,1
486,1
487,1
488,1
489,1
490,0
491,0
492,0
493,0
494,0
495,1
496,0
497,0
498,0
499,1
500,0
501,0
502,1
503,0
504,1
505,1
506,0
507,0
508,0
509,0
510,1
511,0
512,0
513,0
514,1
515,0
516,0
517,0
518,0
519,1
520,1
521,1
522,1
523,1
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,1
532,0
533,1
534,1
535,1
536,0
537,0
538,1
539,0
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,0
549,1
550,0
551,0
552,0
553,1
554,1
555,1
556,1
557,1
558,1
559,0
560,1
561,1
562,1
563,1
564,1
565,0
566,1
567,0
568,1
569,1
570,1
571,0
572,0
573,1
574,1
575,1
576,0
577,1
578,0
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,1
595,0
596,1
597,0
598,1
599,1
600,0
601,1
602,1
603,0
604,0
605,1
606,1
607,0
608,1
609,1
610,0
611,1
612,1
613,1
614,1
615,0
616,0
617,1
618,0
619,1
620,1
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,1
634,1
635,1
636,0
637,1
638,1
639,0
640,1
641,1
642,1
643,1
644,1
645,0
646,1
647,1
648,1
649,0
650,0
651,1
652,0
653,1
654,0
655,1
656,1
657,0
658,0
659,1
660,1
661,0
662,1
663,1
664,1
665,0
666,1
667,1
668,1
669,0
670,0
671,0
672,0
673,1
674,0
675,1
676,1
677,1
678,0
679,0
680,0
681,0
682,1
683,0
684,1
685,0
686,1
687,0
688,1
689,1
690,0
691,1
692,1
693,0
694,0
695,0
696,1
697,1
698,0
699,1
700,1
701,1
702,1
703,1
704,0
705,1
706,1
707,1
708,1
709,0
710,0
711,1
712,1
713,0
714,0
715,1
716,0
717,0
718,1
719,1
720,1
721,0
722,1
723,0
724,1
725,0
726,0
727,1
728,1
729,0
730,0
731,0
732,0
733,1
734,0
735,1
736,0
737,1
738,0
739,0
740,1
741,0
742,1
743,1
744,1
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,0
753,0
754,0
755,0
756,1
757,0
758,1
759,1
760,1
761,1
762,1
763,0
764,0
765,0
766,1
767,1
768,0
769,0
770,1
771,1
772,1
773,1
774,1
775,0
776,1
777,1
778,1
779,0
780,0
781,0
782,0
783,0
784,1
785,1
786,1
787,1
788,0
789,0
790,0
791,1
792,1
793,1
794,1
795,1
796,1
797,0
798,1
799,0
800,0
801,1
802,0
803,0
804,0
805,0
806,1
807,1
808,0
809,0
810,1
811,0
812,1
