,0
0,0
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,0
9,0
10,0
11,1
12,1
13,1
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,1
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,1
33,1
34,1
35,0
36,1
37,0
38,0
39,1
40,1
41,0
42,1
43,1
44,1
45,1
46,1
47,1
48,0
49,1
50,0
51,1
52,1
53,0
54,1
55,1
56,1
57,0
58,1
59,0
60,0
61,1
62,0
63,0
64,1
65,1
66,1
67,1
68,1
69,0
70,0
71,0
72,1
73,0
74,1
75,0
76,0
77,1
78,1
79,1
80,1
81,0
82,1
83,1
84,1
85,1
86,0
87,0
88,1
89,0
90,1
91,1
92,1
93,0
94,0
95,0
96,1
97,0
98,0
99,1
100,0
101,1
102,1
103,1
104,1
105,1
106,0
107,1
108,1
109,0
110,1
111,0
112,1
113,1
114,1
115,0
116,1
117,0
118,0
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,1
131,1
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,1
140,0
141,1
142,0
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,1
151,0
152,1
153,1
154,1
155,0
156,0
157,0
158,1
159,1
160,0
161,0
162,1
163,1
164,1
165,1
166,0
167,1
168,0
169,1
170,1
171,1
172,0
173,1
174,0
175,1
176,1
177,0
178,0
179,0
180,0
181,0
182,1
183,0
184,1
185,1
186,0
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,0
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,0
211,1
212,1
213,1
214,1
215,0
216,0
217,0
218,0
219,1
220,1
221,0
222,0
223,1
224,0
