,0
0,0
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,1
13,0
14,0
15,1
16,1
17,1
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,1
28,0
29,0
30,1
31,1
32,0
33,0
34,0
35,1
36,0
37,1
38,0
39,1
40,1
41,0
42,0
43,0
44,0
45,1
46,0
47,1
48,0
49,1
50,0
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,0
60,0
61,0
62,0
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,0
73,0
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,1
86,1
87,1
88,0
89,1
90,1
91,0
92,1
93,1
94,1
95,0
96,1
97,1
98,0
99,0
100,1
101,0
102,0
103,1
104,1
105,0
106,0
107,0
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,1
116,1
117,0
118,1
119,1
120,1
121,0
122,0
123,1
124,1
125,1
126,0
127,1
128,0
129,0
130,1
131,0
132,0
133,0
134,1
135,1
136,0
137,1
138,1
139,1
140,1
141,0
142,1
143,0
144,1
145,1
146,0
147,0
148,1
149,1
150,0
151,0
152,1
153,1
154,0
155,0
156,1
157,0
158,1
159,1
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,1
175,0
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,1
184,0
185,0
186,0
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,0
195,1
196,1
197,0
198,0
199,1
200,0
201,0
202,0
203,0
204,1
205,1
206,1
207,1
208,0
209,0
210,1
211,1
212,1
213,0
214,1
215,1
216,0
217,0
218,0
219,1
220,1
221,0
222,1
223,1
224,0
225,1
226,0
227,1
228,1
229,1
230,1
231,1
232,0
233,1
234,0
235,1
236,1
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,0
245,1
246,1
247,0
248,1
249,1
250,1
251,0
252,1
253,0
254,1
255,1
256,1
257,0
258,1
259,0
260,0
261,1
262,0
263,0
264,1
265,1
266,0
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,0
276,1
277,1
278,0
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,0
287,0
288,1
289,0
290,1
291,0
292,1
293,0
294,0
295,1
296,1
297,0
298,0
299,0
300,1
301,0
302,1
303,0
304,1
305,0
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,1
323,0
324,1
325,0
326,0
327,0
328,0
329,0
330,1
331,0
332,1
333,0
334,0
335,1
336,1
337,1
338,0
339,0
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,0
350,0
351,1
352,1
353,1
354,0
355,0
356,1
357,0
358,1
359,1
360,1
361,0
362,1
363,1
364,0
365,0
366,0
367,0
368,1
369,0
370,1
371,1
372,1
373,0
374,0
375,0
376,0
377,1
378,1
379,1
380,1
381,0
382,0
383,0
384,1
385,0
386,0
387,0
388,1
389,0
390,1
391,1
392,1
393,1
394,0
395,1
396,0
397,0
398,1
399,0
400,1
401,0
402,0
403,1
404,0
405,1
406,1
407,1
408,0
409,1
410,0
411,1
412,1
413,1
414,1
415,0
416,1
417,1
418,0
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,0
427,1
428,0
429,1
430,0
431,1
432,1
433,0
434,0
435,1
436,0
437,0
438,1
439,1
440,0
441,1
442,0
443,1
444,0
445,0
446,0
447,0
448,0
449,1
450,0
451,1
452,0
453,1
454,1
455,1
456,1
457,1
458,0
459,1
460,0
461,1
462,1
463,1
464,0
465,1
466,0
467,0
468,1
469,1
470,1
471,1
472,0
473,0
474,1
475,1
476,1
477,0
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,0
490,1
491,0
492,0
493,1
494,1
495,0
496,0
497,0
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,0
506,1
507,1
508,0
509,1
510,0
511,0
512,1
513,1
514,1
515,0
516,0
517,0
518,1
519,1
520,1
521,1
522,1
523,0
524,1
525,1
526,0
527,1
528,0
529,0
530,1
531,0
532,1
