,0
0,1
1,0
2,1
3,0
4,1
5,1
6,1
7,1
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,0
22,0
23,1
24,1
25,0
26,1
27,1
28,1
29,0
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,0
38,0
39,1
40,1
41,1
42,0
43,0
44,0
45,0
46,1
47,0
48,1
49,1
50,1
51,0
52,0
53,0
54,0
55,1
56,1
57,0
58,0
59,1
60,1
61,0
62,1
63,0
64,0
65,1
66,0
67,1
68,1
69,0
70,1
71,0
72,0
73,1
74,0
75,0
76,1
77,1
78,1
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,1
87,1
88,1
89,1
90,0
91,1
92,1
93,0
94,1
95,0
96,0
97,1
98,0
99,1
100,1
101,0
102,1
103,1
104,1
105,0
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,0
114,0
115,1
116,0
117,1
118,0
119,0
120,0
121,1
122,1
123,0
124,1
125,0
126,0
127,0
128,0
129,1
130,1
131,1
132,1
133,0
134,1
135,0
136,0
137,0
138,1
139,1
140,0
141,0
142,1
143,0
144,1
145,1
146,0
147,1
148,0
149,1
150,1
151,0
152,0
153,0
154,1
155,0
156,1
157,1
158,1
159,0
160,1
161,0
162,0
163,0
164,0
165,1
166,1
167,0
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,1
177,0
178,1
179,0
180,1
181,0
182,1
183,0
184,1
185,0
186,1
187,0
188,0
189,1
190,0
191,1
192,0
193,1
194,0
195,0
196,1
197,1
198,1
199,1
200,0
201,0
202,0
203,0
204,1
205,0
206,1
207,1
208,1
209,1
210,0
211,0
212,1
213,0
214,0
215,0
216,1
217,0
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,0
227,0
228,1
229,0
230,1
231,1
232,0
233,1
234,0
235,0
236,0
237,0
238,1
239,0
240,1
241,1
242,0
243,0
244,0
245,1
246,0
247,1
248,0
249,1
250,1
251,1
252,1
253,0
254,0
255,1
256,0
257,1
258,1
259,1
260,0
261,1
262,0
263,1
264,0
265,1
266,0
267,1
268,1
269,1
270,0
271,0
272,0
273,1
274,0
275,0
276,1
277,0
278,0
279,0
280,1
281,0
282,1
283,1
284,0
285,0
286,0
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,0
295,1
296,1
297,0
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,0
306,1
307,0
308,0
309,0
310,1
311,1
312,0
313,1
314,1
315,0
316,0
317,0
318,0
319,1
320,1
321,1
322,1
323,0
324,0
325,1
326,1
327,0
328,0
329,0
330,1
331,1
332,0
333,1
334,0
335,1
336,1
337,0
338,0
339,0
340,1
341,1
342,1
343,1
344,0
345,1
346,0
347,1
348,0
349,0
350,0
351,1
352,1
353,1
354,1
355,0
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,0
364,0
365,1
366,1
367,1
368,1
369,0
370,1
371,0
372,0
373,0
374,0
375,0
376,0
377,1
378,1
379,0
380,0
381,0
382,1
383,1
384,1
385,1
386,1
387,0
388,1
389,1
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,1
399,1
400,0
401,0
402,0
403,0
404,0
405,1
406,1
407,1
408,0
409,0
410,1
411,1
412,1
413,0
414,0
415,0
416,0
417,0
418,1
419,1
420,0
421,0
422,0
423,1
424,1
425,1
426,1
427,1
428,0
429,0
430,1
431,0
432,0
433,0
434,1
435,1
436,0
437,1
438,0
439,1
440,0
441,0
442,0
443,1
444,1
445,1
446,0
447,1
448,0
449,1
450,1
451,1
452,0
453,0
454,1
455,0
456,0
457,1
458,0
459,1
460,0
461,0
462,1
463,1
464,1
465,1
466,0
467,1
468,0
469,0
470,1
471,1
472,0
473,1
474,1
475,0
476,1
477,0
478,0
479,1
480,0
481,1
482,1
483,1
484,1
485,0
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,0
494,0
495,0
496,1
497,1
498,1
499,0
500,1
501,0
502,0
503,0
504,1
505,1
506,1
507,0
508,1
509,0
510,1
511,1
512,0
513,0
514,0
515,0
516,0
517,1
518,0
519,0
520,0
521,0
522,0
523,0
524,1
525,1
526,0
527,1
528,1
529,0
530,0
531,0
532,1
533,0
534,1
535,1
536,1
537,0
538,0
539,1
540,1
541,1
542,1
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,1
553,0
554,0
555,1
556,1
557,0
558,0
559,0
560,1
561,0
562,1
563,1
564,0
565,1
566,1
567,1
568,0
569,0
570,0
571,0
572,0
573,1
574,1
575,0
576,1
577,0
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,0
590,0
591,0
592,0
593,1
594,1
595,1
596,0
597,1
598,0
599,1
600,0
601,0
602,1
603,1
604,1
605,1
606,0
607,0
608,0
609,1
610,1
611,1
612,1
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,1
622,1
623,1
624,1
625,1
626,0
627,0
628,1
629,1
630,0
631,0
632,1
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,1
641,0
642,0
643,0
644,1
645,0
646,1
647,0
648,0
649,1
650,1
651,1
652,0
653,1
654,0
655,1
656,1
657,0
658,1
659,0
660,1
661,1
662,0
663,0
664,0
665,0
666,1
667,0
668,0
669,1
670,0
671,1
672,0
673,1
674,0
675,1
676,0
677,0
678,1
679,1
680,0
681,1
682,1
683,1
684,1
685,1
686,0
687,1
688,1
689,1
690,1
691,1
692,1
693,0
694,0
695,1
696,1
697,0
698,0
699,1
700,1
701,1
702,1
703,1
704,0
705,0
706,0
707,1
708,0
709,1
710,1
711,1
712,1
713,0
714,0
715,0
716,0
717,1
718,0
719,0
720,1
721,1
722,0
723,0
724,0
725,0
726,0
727,1
728,1
729,0
730,0
731,1
732,1
733,1
734,1
735,0
736,1
737,0
738,1
739,1
740,1
741,0
742,0
743,0
744,0
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,0
753,0
754,1
755,0
756,1
757,1
758,0
759,0
760,0
761,0
762,1
763,0
764,1
765,1
766,0
767,0
768,1
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,1
777,1
778,0
779,1
780,1
781,1
782,1
783,0
784,0
785,1
786,1
787,1
788,0
789,1
790,0
791,1
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,1
800,0
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,0
809,0
810,1
811,0
812,0
813,1
814,0
815,0
816,0
817,0
818,1
819,0
820,0
821,1
822,0
823,0
824,1
825,1
826,1
827,1
828,1
829,0
830,0
831,0
832,0
833,1
834,0
835,0
836,0
837,1
838,0
839,1
840,1
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,1
851,1
852,1
853,0
854,1
855,0
856,0
857,1
858,0
859,1
860,0
861,1
862,0
863,1
864,0
865,0
866,1
867,1
868,1
869,1
870,0
871,0
872,1
873,1
874,1
875,0
876,1
877,1
878,0
879,1
880,1
881,1
882,0
883,0
884,0
885,0
886,0
887,1
888,0
889,1
890,0
891,0
892,0
893,1
894,1
895,0
896,1
897,1
898,0
899,1
900,0
901,0
902,0
903,0
904,1
905,0
906,0
907,0
908,1
909,0
910,0
911,1
912,1
913,0
914,1
915,1
916,0
917,1
918,1
919,0
920,1
921,0
922,1
923,1
924,1
925,0
926,0
927,0
928,0
929,1
930,1
931,0
932,1
933,0
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,1
945,0
946,1
947,1
948,1
949,1
950,0
951,0
952,0
953,1
954,0
955,0
956,0
957,0
958,1
959,1
960,0
961,0
962,0
963,0
964,1
965,0
966,1
967,0
968,0
969,0
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,1
978,1
979,1
980,1
981,0
982,1
983,1
984,0
985,1
986,0
987,1
988,0
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,0
999,0
1000,1
1001,1
1002,0
1003,1
1004,1
1005,1
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,1
1016,1
1017,1
1018,1
1019,0
1020,1
1021,1
1022,1
1023,0
1024,0
1025,0
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,0
1038,1
1039,1
1040,1
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,0
1049,1
1050,1
1051,1
1052,1
1053,0
1054,0
1055,0
1056,0
1057,1
1058,0
1059,0
1060,0
1061,1
1062,0
1063,1
1064,0
1065,1
1066,1
1067,1
1068,0
1069,1
1070,1
1071,0
1072,1
1073,1
1074,0
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,0
1086,1
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,1
1095,1
1096,1
1097,0
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
