,0
0,1
1,1
2,0
3,0
4,0
5,1
6,1
7,1
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,1
32,0
33,0
34,1
35,0
36,1
37,1
38,1
39,1
40,1
41,0
42,1
43,1
44,0
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,0
53,0
54,0
55,1
56,1
57,0
58,0
59,1
60,1
61,1
62,0
63,1
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,0
75,1
76,1
77,0
78,1
79,1
80,0
81,0
82,0
83,1
84,1
85,0
86,1
87,0
88,1
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,1
101,0
102,1
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,1
123,1
124,0
125,1
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,0
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,0
152,1
153,0
154,0
155,0
156,1
157,1
158,0
159,0
160,1
161,1
162,1
163,0
164,1
165,0
166,1
167,0
168,0
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,0
178,1
179,0
180,1
181,1
182,1
183,0
184,1
185,0
186,0
187,1
188,1
189,0
190,1
191,0
192,1
193,0
194,1
195,0
196,1
197,0
198,0
199,0
200,0
201,0
202,1
203,1
204,0
205,0
206,0
207,0
208,0
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,1
220,1
221,0
222,1
223,0
224,0
225,0
